"","id","ebird","iNaturalist","other"
"7013","NY_Schenectady_C13_C_6774",4,1,0
"7014","NY_Schenectady_C15_C_6776",98,3,0
"7015","NY_Schenectady_C16_C_6777",3,0,0
"7016","NY_Schenectady_C17_C_6778",39,0,3
"7017","NY_Schenectady_C18_C_6779",3,0,0
"7018","NY_Schenectady_C19_C_6780",132,0,86
"7019","NY_Schenectady_C2_C_6781",2,0,0
"7020","NY_Schenectady_C20_C_6782",8,0,0
"7021","NY_Schenectady_C3_C_6783",34,0,0
"7022","NY_Schenectady_C4_C_6784",37,0,25
"7023","NY_Schenectady_C5_C_6785",33,0,0
"7024","NY_Schenectady_C6_C_6786",326,0,424
"7025","NY_Schenectady_C7_C_6787",1032,0,0
"7026","NY_Schenectady_C8_C_6788",4,1,0
"7027","NY_Schenectady_D1_D_6790",18,0,0
"7028","NY_Schenectady_D2_D_6791",8,0,0
"7029","NY_Schenectady_D3_D_6792",48,0,0
"7030","NY_Schenectady_D5_D_6794",773,0,146
"7031","NY_Schenectady_D7_D_6796",277,0,0
"7032","WA_Seattle_A1_A_9319",1162,9,2
"7033","WA_Seattle_A10_A_9320",242,0,0
"7034","WA_Seattle_A11_A_9321",3195,1,0
"7035","WA_Seattle_A12_A_9322",1781,1,134
"7036","WA_Seattle_A2_A_9323",139,1,2
"7037","WA_Seattle_A3_A_9324",667,17,9
"7038","WA_Seattle_A4_A_9325",24,1,0
"7039","WA_Seattle_A4_A_9326",391,0,0
"7040","WA_Seattle_A5_A_9327",12297,0,0
"7041","WA_Seattle_A6_A_9328",2296,48,5
"7042","WA_Seattle_A7_A_9329",2571,53,0
"7043","WA_Seattle_A8_A_9330",93,1,0
"7044","WA_Seattle_A9_A_9331",72,0,0
"7045","WA_Seattle_B1_B_9332",6010,20,539
"7046","WA_Seattle_B10_B_9333",152,0,0
"7047","WA_Seattle_B11_B_9334",10452,56,71
"7048","WA_Seattle_B12_B_9335",15355,150,336
"7049","WA_Seattle_B13_B_9336",1588,1,0
"7050","WA_Seattle_B14_B_9337",6098,93,13
"7051","WA_Seattle_B15_B_9338",260,18,0
"7052","WA_Seattle_B16_B_9339",42,0,0
"7053","WA_Seattle_B17_B_9340",6171,2,0
"7054","WA_Seattle_B18_B_9341",18782,123,188
"7055","WA_Seattle_B19_B_9342",11762,47,292
"7056","WA_Seattle_B2_B_9343",18735,53,544
"7057","WA_Seattle_B3_B_9344",46014,87,9
"7058","WA_Seattle_B4_B_9345",9788,27,4
"7059","WA_Seattle_B5_B_9346",2346,3,0
"7060","WA_Seattle_B6_B_9347",126,1,1
"7061","WA_Seattle_B7_B_9348",3767,8,0
"7062","WA_Seattle_B8_B_9349",555,20,23
"7063","WA_Seattle_B9_B_9350",219,1,1
"7064","WA_Seattle_C1_C_9351",3924,10,436
"7065","WA_Seattle_C10_C_9352",236,1,0
"7066","WA_Seattle_C11_C_9353",5142,43,3
"7067","WA_Seattle_C12_C_9354",226,0,0
"7068","WA_Seattle_C13_C_9355",6607,26,1
"7069","WA_Seattle_C14_C_9356",16756,33,1489
"7070","WA_Seattle_C15_C_9357",988,0,0
"7071","WA_Seattle_C16_C_9358",143,3,0
"7072","WA_Seattle_C17_C_9359",1921,1,205
"7073","WA_Seattle_C18_C_9360",11946,7,3
"7074","WA_Seattle_C2_C_9361",11832,35,4
"7075","WA_Seattle_C3_C_9362",400,2,1
"7076","WA_Seattle_C4_C_9363",460,1,1146
"7077","WA_Seattle_C5_C_9364",2474,19,0
"7078","WA_Seattle_C6_C_9365",155,2,0
"7079","WA_Seattle_C7_C_9366",12266,30,801
"7080","WA_Seattle_C8_C_9367",823,7,96
"7081","WA_Seattle_C9_C_9368",149,1,1
"7082","WA_Seattle_D1_D_9369",5072,1,45
"7083","WA_Seattle_D1_D_9370",989,20,46
"7084","WA_Seattle_D1_D_9371",60,12,48
"7085","WA_Seattle_D10_D_9372",9310,2,1
"7086","WA_Seattle_D11_D_9373",91,0,0
"7087","WA_Seattle_D2_D_9374",94,1,0
"7088","WA_Seattle_D3_D_9375",58,0,0
"7089","WA_Seattle_D4_D_9376",1953,26,16
"7090","WA_Seattle_D5_D_9377",9995,34,349
"7091","WA_Seattle_D6_D_9378",6324,3,1
"7092","WA_Seattle_D7_D_9379",86,0,1
"7093","WA_Seattle_D8_D_9380",25561,13,470
"7094","WA_Seattle_D9_D_9381",180,0,0
"7095","LA_Shreveport_A1_A_3633",3463,2,6
"7096","LA_Shreveport_A2_A_3634",443,1,0
"7097","LA_Shreveport_B1_B_3635",18,0,0
"7098","LA_Shreveport_B2_B_3636",33,2,0
"7099","LA_Shreveport_B3_B_3637",19,0,0
"7100","LA_Shreveport_B4_B_3638",0,2,0
"7101","LA_Shreveport_C2_C_3641",61,0,0
"7102","LA_Shreveport_C3_C_3642",3,0,0
"7103","LA_Shreveport_C5_C_3644",15,0,0
"7104","LA_Shreveport_C7_C_3646",3,0,0
"7105","LA_Shreveport_C8_C_3647",160,2,0
"7106","LA_Shreveport_D1_D_3649",957,5,517
"7107","LA_Shreveport_D2_D_3651",2,0,0
"7108","LA_Shreveport_D3_D_3652",33,0,3
"7109","LA_Shreveport_D6_D_3655",118,0,0
"7110","LA_Shreveport_D7_D_3656",15,0,0
"7111","LA_Shreveport_D8_D_3657",85,0,0
"7112","IA_Sioux City_A1_A_1978",98,1,0
"7113","IA_Sioux City_A1_A_1981",11,0,0
"7114","IA_Sioux City_B1_B_1983",208,1,30
"7115","IA_Sioux City_B2_B_1985",7,0,0
"7116","IA_Sioux City_B4_B_1987",142,0,901
"7117","IA_Sioux City_C1_C_1988",9,0,113
"7118","IA_Sioux City_C3_C_1991",63,1,0
"7119","IA_Sioux City_C4_C_1992",76,0,0
"7120","IA_Sioux City_C5_C_1993",225,0,242
"7121","IA_Sioux City_C5_C_1994",4,0,0
"7122","IA_Sioux City_C6_C_1995",6,0,0
"7123","IA_Sioux City_C7_C_1996",89,4,0
"7124","IA_Sioux City_D1_D_1997",4002,3,0
"7125","IA_Sioux City_D2_D_1998",131,3,0
"7126","IA_Sioux City_D3_D_1999",328,1,473
"7127","IA_Sioux City_D4_D_2000",389,0,0
"7128","IA_Sioux City_D5_D_2001",9655,4,0
"7129","IA_Sioux City_D6_D_2002",1245,2,0
"7130","IA_Sioux City_D7_D_2003",137,0,1
"7131","IA_Sioux City_NA_C_2004",9,0,0
"7132","IA_Sioux City_NA_C_2006",109,0,0
"7133","MA_Somerville_B1_B_3948",16418,49,0
"7134","MA_Somerville_B4_B_3949",654,29,0
"7135","MA_Somerville_C1_C_3950",1494,29,40
"7136","MA_Somerville_C2_C_3951",56,11,0
"7137","MA_Somerville_C3_C_3952",64,33,0
"7138","MA_Somerville_C4_C_3953",3759,91,190
"7139","MA_Somerville_C7_C_3954",5571,243,6
"7140","MA_Somerville_C8_C_3955",335,57,1
"7141","IN_South Bend_A1_A_3183",94,0,0
"7142","IN_South Bend_A2_A_3184",5,0,0
"7143","IN_South Bend_A3_A_3185",48,0,0
"7144","IN_South Bend_A4_A_3186",80,1,0
"7145","IN_South Bend_A5_A_3187",10,0,0
"7146","IN_South Bend_A6_A_3188",85,0,0
"7147","IN_South Bend_B1_B_3189",370,0,0
"7148","IN_South Bend_B11_B_3191",53,0,0
"7149","IN_South Bend_B11_B_3192",161,1,0
"7150","IN_South Bend_B12_B_3193",184,4,219
"7151","IN_South Bend_B13_B_3194",4,0,0
"7152","IN_South Bend_B4_B_3197",3,0,0
"7153","IN_South Bend_B5_B_3198",746,4,359
"7154","IN_South Bend_B6_B_3199",3,0,0
"7155","IN_South Bend_B7_B_3200",920,0,0
"7156","IN_South Bend_B8_B_3201",22,0,0
"7157","IN_South Bend_B9_B_3202",46,0,0
"7158","IN_South Bend_C1_C_3203",47,1,0
"7159","IN_South Bend_C1_C_3204",23,0,0
"7160","IN_South Bend_C10_C_3205",1944,4,0
"7161","IN_South Bend_C2_C_3206",50,0,0
"7162","IN_South Bend_C3_C_3207",18,0,0
"7163","IN_South Bend_C4_C_3208",3562,0,728
"7164","IN_South Bend_C5_C_3209",1665,3,414
"7165","IN_South Bend_C6_C_3210",37,0,0
"7166","IN_South Bend_C7_C_3211",395,0,0
"7167","IN_South Bend_C8_C_3212",597,0,0
"7168","IN_South Bend_D1_D_3214",1,0,0
"7169","IN_South Bend_D3_D_3217",4,0,0
"7170","IN_South Bend_D5_D_3219",26,0,0
"7171","IN_South Bend_D6_D_3221",13,0,0
"7172","IN_South Bend_D7_D_3222",1755,0,0
"7173","IN_South Bend_D9_D_3224",31,0,0
"7174","IN_South Bend_NA_C_3225",1,0,1189
"7175","IN_South Bend_NA_C_3226",3,0,0
"7176","WA_Spokane_A1_A_9382",13,0,0
"7177","WA_Spokane_A3_A_9384",5,1,0
"7178","WA_Spokane_A4_A_9385",68,0,0
"7179","WA_Spokane_A5_A_9386",13,0,0
"7180","WA_Spokane_A6_A_9388",209,1,331
"7181","WA_Spokane_A7_A_9389",184,5,0
"7182","WA_Spokane_A8_A_9390",43,0,0
"7183","WA_Spokane_B1_B_9391",12,0,0
"7184","WA_Spokane_B10_B_9392",240,0,0
"7185","WA_Spokane_B11_B_9393",300,3,0
"7186","WA_Spokane_B12_B_9394",5430,1,0
"7187","WA_Spokane_B13_B_9395",105,0,0
"7188","WA_Spokane_B2_B_9396",0,0,6
"7189","WA_Spokane_B3_B_9397",4,0,0
"7190","WA_Spokane_B5_B_9399",1,0,0
"7191","WA_Spokane_B6_B_9400",2,0,0
"7192","WA_Spokane_B7_B_9401",7,1,0
"7193","WA_Spokane_B9_B_9403",22,0,0
"7194","WA_Spokane_C1_C_9404",5,0,0
"7195","WA_Spokane_C10_C_9405",7,1,0
"7196","WA_Spokane_C11_C_9406",7,0,0
"7197","WA_Spokane_C12_C_9407",9,0,0
"7198","WA_Spokane_C13_C_9408",72,23,0
"7199","WA_Spokane_C14_C_9409",124,1,0
"7200","WA_Spokane_C15_C_9410",251,0,0
"7201","WA_Spokane_C16_C_9411",80,2,0
"7202","WA_Spokane_C17_C_9412",374,1,0
"7203","WA_Spokane_C18_C_9413",153,9,1
"7204","WA_Spokane_C19_C_9414",185,1,0
"7205","WA_Spokane_C2_C_9415",1,0,0
"7206","WA_Spokane_C20_C_9416",220,4,0
"7207","WA_Spokane_C3_C_9418",371,0,0
"7208","WA_Spokane_C5_C_9420",79,0,0
"7209","WA_Spokane_C6_C_9421",6,0,0
"7210","WA_Spokane_C7_C_9422",14,1,0
"7211","WA_Spokane_C8_C_9423",12,2,6
"7212","WA_Spokane_C9_C_9424",4,0,0
"7213","WA_Spokane_D1_D_9425",28,0,0
"7214","WA_Spokane_D10_D_9426",58,1,0
"7215","WA_Spokane_D2_D_9427",60,2,0
"7216","WA_Spokane_D3_D_9428",214,0,0
"7217","WA_Spokane_D3_D_9429",133,4,0
"7218","WA_Spokane_D4_D_9430",9,1,246
"7219","WA_Spokane_D5_D_9431",5,0,0
"7220","WA_Spokane_D6_D_9432",22,0,0
"7221","WA_Spokane_D7_D_9433",182,1,0
"7222","WA_Spokane_D8_D_9434",1409,9,0
"7223","WA_Spokane_D9_D_9435",79,1,0
"7224","WA_Spokane_NA_C_9436",205,3,0
"7225","WA_Spokane_NA_C_9437",1,0,0
"7226","WA_Spokane_NA_D_9440",11,0,0
"7227","IL_Springfield_A1_A_2846",69,0,0
"7228","IL_Springfield_A2_A_2847",56,0,0
"7229","IL_Springfield_A3_A_2848",154,0,610
"7230","IL_Springfield_A4_A_2849",1094,0,0
"7231","IL_Springfield_B2_B_2851",0,0,147
"7232","IL_Springfield_B3_B_2852",20,0,0
"7233","IL_Springfield_B4_B_2853",219,3,0
"7234","IL_Springfield_B5_B_2854",18,0,0
"7235","IL_Springfield_C3_C_2857",84,0,0
"7236","IL_Springfield_C4_C_2858",1,0,0
"7237","IL_Springfield_C5_C_2859",68,0,0
"7238","IL_Springfield_C6_C_2860",11,0,0
"7239","IL_Springfield_C7_C_2861",12,0,0
"7240","IL_Springfield_C7_C_2862",15,0,0
"7241","IL_Springfield_D1_D_2865",15,0,0
"7242","IL_Springfield_D10_D_2866",0,0,6
"7243","IL_Springfield_D11_D_2867",1,0,0
"7244","IL_Springfield_D4_D_2872",85,0,0
"7245","IL_Springfield_D7-A_D_2876",6,0,0
"7246","IL_Springfield_D8_D_2878",16,1,0
"7247","IL_Springfield_D9_D_2879",10,0,0
"7248","MO_Springfield_A1_A_4996",1752,1,0
"7249","MO_Springfield_A2_A_4997",6,0,0
"7250","MO_Springfield_B1_B_4998",30,0,0
"7251","MO_Springfield_B2_B_4999",603,1,0
"7252","MO_Springfield_B3_B_5000",47,0,0
"7253","MO_Springfield_C1_C_5001",24,0,0
"7254","MO_Springfield_C2_C_5003",571,0,0
"7255","MO_Springfield_C3_C_5004",51,1,0
"7256","MO_Springfield_C4_C_5005",16,0,0
"7257","MO_Springfield_C5_C_5006",1,0,0
"7258","MO_Springfield_C6_C_5007",1869,4,0
"7259","MO_Springfield_C8_C_5009",450,1,0
"7260","MO_Springfield_C9_C_5010",10,0,0
"7261","MO_Springfield_D2_D_5012",1,0,0
"7262","MO_Springfield_D2_D_5013",1,0,0
"7263","MO_Springfield_D3_D_5014",302,0,4
"7264","MO_Springfield_D4_D_5015",71,0,0
"7265","MO_Springfield_D5_D_5016",683,1,0
"7266","MO_Springfield_D6_D_5017",970,0,370
"7267","MO_Springfield_D7_D_5018",51,1,0
"7268","MO_Springfield_D8_D_5019",88,3,0
"7269","OH_Springfield_A1_A_7561",44,0,0
"7270","OH_Springfield_A2_A_7562",3,0,0
"7271","OH_Springfield_A3_A_7563",131,0,0
"7272","OH_Springfield_B1_B_7568",27,2,0
"7273","OH_Springfield_B2_B_7569",22,0,0
"7274","OH_Springfield_B3_B_7570",5,1,0
"7275","OH_Springfield_B4_B_7571",0,1,0
"7276","OH_Springfield_B5_B_7572",9,0,0
"7277","OH_Springfield_B6_B_7573",4,0,0
"7278","OH_Springfield_B7_B_7574",1,0,0
"7279","OH_Springfield_C10_C_7578",0,0,15
"7280","OH_Springfield_C12_C_7580",11,0,0
"7281","OH_Springfield_C3_C_7583",9,0,0
"7282","OH_Springfield_C4_C_7584",8,2,0
"7283","OH_Springfield_C6_C_7586",322,1,0
"7284","OH_Springfield_C7_C_7587",18,0,0
"7285","OH_Springfield_C8_C_7588",8,0,0
"7286","OH_Springfield_D1_D_7590",1,0,0
"7287","OH_Springfield_D2_D_7591",7430,1,0
"7288","OH_Springfield_D4_D_7593",5,0,0
"7289","OH_Springfield_D7_D_7596",2,1,65
"7290","MO_St. Joseph_A3_A_5022",41,0,0
"7291","MO_St. Joseph_B1_B_5023",0,5,0
"7292","MO_St. Joseph_B2_B_5024",156,0,0
"7293","MO_St. Joseph_B4_B_5027",20,0,0
"7294","MO_St. Joseph_B6_B_5029",1,0,329
"7295","MO_St. Joseph_B7_B_5030",2,0,0
"7296","MO_St. Joseph_C3_C_5034",46,0,0
"7297","MO_St. Joseph_C5_C_5036",30,0,0
"7298","MO_St. Joseph_C7_C_5038",20,0,0
"7299","MO_St. Joseph_C8_C_5039",130,0,0
"7300","MO_St. Joseph_D1_D_5040",23,0,0
"7301","MO_St. Joseph_D10_D_5041",105,0,0
"7302","MO_St. Joseph_D11_D_5042",5,0,0
"7303","MO_St. Joseph_D15_D_5046",14,0,193
"7304","MO_St. Joseph_D3_D_5048",1052,0,2
"7305","MO_St. Joseph_D4_D_5049",113,0,0
"7306","MO_St. Joseph_D5_D_5050",408,0,0
"7307","MO_St. Joseph_D6_D_5051",30,0,23
"7308","MO_St. Joseph_D7_D_5052",0,1,0
"7309","MO_St. Joseph_D9_D_5054",30,0,0
"7310","IL_East St. Louis_A1_A_2688",4,0,0
"7311","IL_East St. Louis_A5_A_2692",4,0,0
"7312","IL_East St. Louis_A7_A_2694",45,0,0
"7313","IL_East St. Louis_B2_B_2696",3,0,0
"7314","IL_East St. Louis_B7_B_2701",98,0,0
"7315","IL_East St. Louis_B8_B_2702",86,1,0
"7316","IL_East St. Louis_C1_C_2704",2779,1,0
"7317","IL_East St. Louis_C10_C_2705",13,0,0
"7318","IL_East St. Louis_C11_C_2706",7066,1,0
"7319","IL_East St. Louis_C13_C_2709",4,0,0
"7320","IL_East St. Louis_C2_C_2713",3,0,0
"7321","IL_East St. Louis_C5_C_2716",74,0,0
"7322","IL_East St. Louis_C6_C_2717",1,0,0
"7323","IL_East St. Louis_C7_C_2718",14,1,0
"7324","IL_East St. Louis_D1_D_2721",1,1,0
"7325","IL_East St. Louis_D10_D_2722",5,1,0
"7326","IL_East St. Louis_D11_D_2723",94,1,0
"7327","IL_East St. Louis_D12_D_2724",2,1,0
"7328","IL_East St. Louis_D14_D_2726",1,0,0
"7329","IL_East St. Louis_D15_D_2727",52,0,0
"7330","IL_East St. Louis_D2_D_2728",15,0,0
"7331","IL_East St. Louis_D3_D_2729",36,0,0
"7332","IL_East St. Louis_D4_D_2730",7,1,0
"7333","IL_East St. Louis_D5_D_2732",17,0,0
"7334","IL_East St. Louis_D6_D_2733",21,0,0
"7335","IL_East St. Louis_D7_D_2735",21,1,0
"7336","IL_East St. Louis_D8_D_2736",7,0,0
"7337","IL_East St. Louis_D9_D_2737",71,0,0
"7338","MO_St. Louis_A1_A_5055",615,2,0
"7339","MO_St. Louis_A10_A_5056",3,0,0
"7340","MO_St. Louis_A11_A_5057",198,11,0
"7341","MO_St. Louis_A12_A_5058",18,1,0
"7342","MO_St. Louis_A13_A_5059",177,4,797
"7343","MO_St. Louis_A14_A_5060",389,1,0
"7344","MO_St. Louis_A15_A_5061",33,42,0
"7345","MO_St. Louis_A16_A_5062",36,1,46
"7346","MO_St. Louis_A17_A_5063",10,2,0
"7347","MO_St. Louis_A18_A_5064",1692,16,2
"7348","MO_St. Louis_A19_A_5065",2356,14,0
"7349","MO_St. Louis_A2_A_5066",363,9,196
"7350","MO_St. Louis_A20_A_5067",18027,11,25
"7351","MO_St. Louis_A21_A_5068",455,4,0
"7352","MO_St. Louis_A22_A_5069",196,3,449
"7353","MO_St. Louis_A23_A_5070",12919,2,0
"7354","MO_St. Louis_A24_A_5071",278,5,0
"7355","MO_St. Louis_A25_A_5072",543,0,0
"7356","MO_St. Louis_A26_A_5073",3305,9,0
"7357","MO_St. Louis_A27_A_5074",316,7,0
"7358","MO_St. Louis_A28_A_5075",26,3,9
"7359","MO_St. Louis_A29_A_5076",3,0,0
"7360","MO_St. Louis_A3_A_5077",17,1,0
"7361","MO_St. Louis_A30_A_5078",436,1,103
"7362","MO_St. Louis_A31_A_5079",6,0,91
"7363","MO_St. Louis_A4_A_5080",1754,1,1
"7364","MO_St. Louis_A5_A_5081",160,1,0
"7365","MO_St. Louis_A6_A_5082",124,0,0
"7366","MO_St. Louis_A7_A_5083",84,27,0
"7367","MO_St. Louis_A9_A_5086",5,2,0
"7368","MO_St. Louis_B1_B_5087",1021,8,215
"7369","MO_St. Louis_B10_B_5088",75,7,96
"7370","MO_St. Louis_B11_B_5089",0,1,0
"7371","MO_St. Louis_B11_B_5090",35,3,0
"7372","MO_St. Louis_B12_B_5091",27,2,0
"7373","MO_St. Louis_B13_B_5092",10,1,0
"7374","MO_St. Louis_B14_B_5093",0,1,0
"7375","MO_St. Louis_B15_B_5094",8,1,0
"7376","MO_St. Louis_B16_B_5095",338,5,0
"7377","MO_St. Louis_B17_B_5096",1259,7,0
"7378","MO_St. Louis_B18_B_5097",1,0,0
"7379","MO_St. Louis_B19_B_5098",783,3,44
"7380","MO_St. Louis_B2_B_5099",2814,12,0
"7381","MO_St. Louis_B21_B_5101",452,4,36
"7382","MO_St. Louis_B22_B_5102",23,4,0
"7383","MO_St. Louis_B23_B_5103",1,0,0
"7384","MO_St. Louis_B24_B_5104",537,19,0
"7385","MO_St. Louis_B25_B_5105",51,2,0
"7386","MO_St. Louis_B26_B_5106",258,1,0
"7387","MO_St. Louis_B27_B_5107",3667,6,0
"7388","MO_St. Louis_B28_B_5108",39,2,0
"7389","MO_St. Louis_B29_B_5109",0,3,0
"7390","MO_St. Louis_B3_B_5110",60,5,0
"7391","MO_St. Louis_B30_B_5111",11,0,0
"7392","MO_St. Louis_B31_B_5112",2,0,0
"7393","MO_St. Louis_B31_B_5113",69,1,0
"7394","MO_St. Louis_B32_B_5114",0,1,0
"7395","MO_St. Louis_B33_B_5115",3,2,0
"7396","MO_St. Louis_B35_B_5117",3965,1,618
"7397","MO_St. Louis_B36_B_5118",5,0,0
"7398","MO_St. Louis_B38_B_5120",6,0,0
"7399","MO_St. Louis_B39_B_5121",2,0,0
"7400","MO_St. Louis_B4_B_5122",570,9,0
"7401","MO_St. Louis_B40_B_5123",0,4,0
"7402","MO_St. Louis_B5_B_5125",978,29,280
"7403","MO_St. Louis_B6_B_5126",715,8,0
"7404","MO_St. Louis_B6_B_5127",31,9,27
"7405","MO_St. Louis_B7_B_5128",148,10,0
"7406","MO_St. Louis_B8_B_5129",2917,12,0
"7407","MO_St. Louis_B9_B_5130",753,14,0
"7408","MO_St. Louis_C1_C_5131",1021,2,170
"7409","MO_St. Louis_C10_C_5132",0,2,0
"7410","MO_St. Louis_C11_C_5133",6,3,0
"7411","MO_St. Louis_C12_C_5134",9,6,0
"7412","MO_St. Louis_C13_C_5135",0,2,0
"7413","MO_St. Louis_C14_C_5136",43,3,0
"7414","MO_St. Louis_C15_C_5138",15,0,0
"7415","MO_St. Louis_C16_C_5139",2000,10,0
"7416","MO_St. Louis_C16_C_5140",9,0,0
"7417","MO_St. Louis_C17_C_5141",2,5,0
"7418","MO_St. Louis_C18_C_5142",247,3,0
"7419","MO_St. Louis_C19_C_5143",126,1,0
"7420","MO_St. Louis_C2_C_5144",114,12,0
"7421","MO_St. Louis_C20_C_5145",312,3,280
"7422","MO_St. Louis_C21_C_5147",686,3,0
"7423","MO_St. Louis_C22_C_5148",75,7,0
"7424","MO_St. Louis_C24_C_5150",237,0,0
"7425","MO_St. Louis_C25_C_5151",94,0,0
"7426","MO_St. Louis_C26_C_5152",2,1,0
"7427","MO_St. Louis_C27_C_5153",0,2,0
"7428","MO_St. Louis_C28_C_5154",14,4,20
"7429","MO_St. Louis_C3_C_5156",7366,1,0
"7430","MO_St. Louis_C30_C_5157",0,4,0
"7431","MO_St. Louis_C31_C_5158",78,1,0
"7432","MO_St. Louis_C32_C_5159",7,0,0
"7433","MO_St. Louis_C34_C_5161",4,0,0
"7434","MO_St. Louis_C36_C_5163",12373,0,0
"7435","MO_St. Louis_C37_C_5164",44,1,0
"7436","MO_St. Louis_C38_C_5165",0,1,0
"7437","MO_St. Louis_C39_C_5166",59,0,672
"7438","MO_St. Louis_C4_C_5167",131,16,0
"7439","MO_St. Louis_C40_C_5168",165,2,0
"7440","MO_St. Louis_C5_C_5169",132,7,0
"7441","MO_St. Louis_C6_C_5170",415,2,0
"7442","MO_St. Louis_C6_C_5171",16,1,0
"7443","MO_St. Louis_C7_C_5172",348,2,0
"7444","MO_St. Louis_C7_C_5173",14,3,0
"7445","MO_St. Louis_C8_C_5174",246,3,0
"7446","MO_St. Louis_C9_C_5175",254,7,0
"7447","MO_St. Louis_D1_D_5176",337,0,0
"7448","MO_St. Louis_D10_D_5177",120,30,0
"7449","MO_St. Louis_D11_D_5178",20,1,0
"7450","MO_St. Louis_D12_D_5179",2,1,0
"7451","MO_St. Louis_D13_D_5180",61,2,0
"7452","MO_St. Louis_D15_D_5182",0,1,0
"7453","MO_St. Louis_D16_D_5183",11,0,0
"7454","MO_St. Louis_D2_D_5184",1364,11,274
"7455","MO_St. Louis_D3_D_5185",2,1,0
"7456","MO_St. Louis_D4_D_5186",16,0,0
"7457","MO_St. Louis_D5_D_5187",668,19,21
"7458","MO_St. Louis_D6_D_5188",1,3,0
"7459","MO_St. Louis_D8_D_5190",106,9,0
"7460","MO_St. Louis_D9_D_5191",14,3,0
"7461","MN_St. Paul_A1_A_4830",82,1,0
"7462","MN_St. Paul_A2_A_4831",42,2,0
"7463","MN_St. Paul_A2_A_4832",11646,67,13
"7464","MN_St. Paul_A3_A_4833",3,0,0
"7465","MN_St. Paul_A4_A_4834",724,81,0
"7466","MN_St. Paul_A5_A_4835",24,14,0
"7467","MN_St. Paul_A6_A_4836",107,4,1
"7468","MN_St. Paul_B1_B_4837",3382,28,1
"7469","MN_St. Paul_B10_B_4838",1092,39,0
"7470","MN_St. Paul_B11_B_4839",18,4,0
"7471","MN_St. Paul_B12_B_4840",59,1,0
"7472","MN_St. Paul_B2_B_4841",3,5,1
"7473","MN_St. Paul_B2_B_4842",17,2,0
"7474","MN_St. Paul_B2_B_4843",614,5,0
"7475","MN_St. Paul_B3_B_4844",2499,9,413
"7476","MN_St. Paul_B4_B_4845",216,13,1
"7477","MN_St. Paul_B5_B_4846",1298,6,295
"7478","MN_St. Paul_B6_B_4847",713,8,3
"7479","MN_St. Paul_B7_B_4848",77,5,0
"7480","MN_St. Paul_B8_B_4849",107,0,0
"7481","MN_St. Paul_B8_B_4850",1,0,0
"7482","MN_St. Paul_B8_B_4851",3,0,0
"7483","MN_St. Paul_B9_B_4852",77,1,0
"7484","MN_St. Paul_C1_C_4853",135,0,1
"7485","MN_St. Paul_C1_C_4854",62,4,1
"7486","MN_St. Paul_C2_C_4855",155,6,1
"7487","MN_St. Paul_C3_C_4856",1347,8,0
"7488","MN_St. Paul_C4_C_4857",21,5,0
"7489","MN_St. Paul_C5_C_4858",2347,25,177
"7490","MN_St. Paul_C6_C_4859",1058,7,0
"7491","MN_St. Paul_C7_C_4860",22,0,1
"7492","MN_St. Paul_C8_C_4861",139,22,36
"7493","MN_St. Paul_D1_D_4862",49,1,0
"7494","MN_St. Paul_D10_D_4863",180,2,1
"7495","MN_St. Paul_D2_D_4864",29,0,0
"7496","MN_St. Paul_D3_D_4865",1870,7,46
"7497","MN_St. Paul_D4_D_4866",62,0,0
"7498","MN_St. Paul_D5_D_4867",69,1,0
"7499","MN_St. Paul_D5_D_4868",11,1,0
"7500","MN_St. Paul_D6_D_4869",56715,67,73
"7501","MN_St. Paul_D7_D_4870",262,9,0
"7502","MN_St. Paul_D8_D_4871",269,0,0
"7503","MN_St. Paul_D9_D_4872",183,0,0
"7504","FL_St. Petersburg_A1_A_1561",111,36,0
"7505","FL_St. Petersburg_A2_A_1562",1833,41,568
"7506","FL_St. Petersburg_A3_A_1563",686,2,0
"7507","FL_St. Petersburg_A4_A_1564",95,14,0
"7508","FL_St. Petersburg_A5_A_1565",494,5,0
"7509","FL_St. Petersburg_B1_B_1566",2018,37,0
"7510","FL_St. Petersburg_B2_B_1567",875,0,0
"7511","FL_St. Petersburg_B3_B_1568",149,3,0
"7512","FL_St. Petersburg_B4_B_1569",78,0,0
"7513","FL_St. Petersburg_B5_B_1570",116,0,0
"7514","FL_St. Petersburg_B6_B_1571",2,0,0
"7515","FL_St. Petersburg_B7_B_1572",3108,34,0
"7516","FL_St. Petersburg_B8_B_1573",927,4,0
"7517","FL_St. Petersburg_B9_B_1574",18,1,0
"7518","FL_St. Petersburg_C1_C_1575",672,38,0
"7519","FL_St. Petersburg_C10_C_1576",4146,7,0
"7520","FL_St. Petersburg_C11_C_1577",13,0,0
"7521","FL_St. Petersburg_C12_C_1578",1,2,0
"7522","FL_St. Petersburg_C13_C_1579",1,1,0
"7523","FL_St. Petersburg_C14_C_1580",31,2,0
"7524","FL_St. Petersburg_C14_C_1581",111,6,0
"7525","FL_St. Petersburg_C15_C_1582",22,0,575
"7526","FL_St. Petersburg_C16_C_1583",1,0,0
"7527","FL_St. Petersburg_C17_C_1584",2,3,0
"7528","FL_St. Petersburg_C18_C_1585",18,2,0
"7529","FL_St. Petersburg_C2_C_1587",138,27,0
"7530","FL_St. Petersburg_C2_C_1588",1160,71,0
